Height,Angle,Radius,Thickness
150.000000,75.000000,30.476782,0.108667
150.000000,80.000000,30.476782,0.108778
150.000000,85.000000,30.476782,0.108889
150.000000,90.000000,30.476782,0.109000
150.000000,95.000000,30.476782,0.108778
150.000000,100.000000,30.476782,0.108556
150.000000,105.000000,30.476782,0.108333
150.000000,110.000000,30.476782,0.108111
150.000000,115.000000,30.476782,0.107889
150.000000,120.000000,30.476782,0.107667
150.000000,125.000000,30.476782,0.107444
150.000000,130.000000,30.476782,0.107222
150.000000,135.000000,30.476782,0.107000
150.000000,140.000000,30.476782,0.107333
150.000000,145.000000,30.476782,0.107667
150.000000,150.000000,30.476782,0.108000
150.000000,155.000000,30.476782,0.108333
150.000000,160.000000,30.476782,0.108667
150.000000,165.000000,30.476782,0.109000
150.000000,170.000000,30.476782,0.109333
150.000000,175.000000,30.476782,0.109667
150.000000,180.000000,30.476782,0.110000
150.000000,185.000000,30.476782,0.111667
150.000000,190.000000,30.476782,0.113333
150.000000,195.000000,30.476782,0.115000
150.000000,200.000000,30.476782,0.116667
150.000000,205.000000,30.476782,0.118333
150.000000,210.000000,30.476782,0.120000
150.000000,215.000000,30.476782,0.121667
150.000000,220.000000,30.476782,0.123333
150.000000,225.000000,30.476782,0.125000
150.000000,230.000000,30.476782,0.125222
150.000000,235.000000,30.476782,0.125444
150.000000,240.000000,30.476782,0.125667
150.000000,245.000000,30.476782,0.125889
150.000000,250.000000,30.476782,0.126111
150.000000,255.000000,30.476782,0.126333
150.000000,260.000000,30.476782,0.126556
150.000000,265.000000,30.476782,0.126778
150.000000,270.000000,30.476782,0.127000
150.000000,275.000000,30.476782,0.125444
150.000000,280.000000,30.476782,0.123889
150.000000,285.000000,30.476782,0.122333
150.000000,290.000000,30.476782,0.120778
150.000000,295.000000,30.476782,0.119222
150.000000,300.000000,30.476782,0.117667
150.000000,305.000000,30.476782,0.116111
150.000000,310.000000,30.476782,0.114556
150.000000,315.000000,30.476782,0.113000
150.000000,320.000000,30.476782,0.112222
150.000000,325.000000,30.476782,0.111444
150.000000,330.000000,30.476782,0.110667
150.000000,335.000000,30.476782,0.109889
150.000000,340.000000,30.476782,0.109111
150.000000,345.000000,30.476782,0.108333
150.000000,350.000000,30.476782,0.107556
150.000000,355.000000,30.476782,0.106778
145.000000,0.000000,32.261258,0.109000
145.000000,5.000000,32.261258,0.109333
145.000000,10.000000,32.261258,0.109667
145.000000,15.000000,32.261258,0.110000
145.000000,20.000000,32.261258,0.110333
145.000000,25.000000,32.261258,0.110667
145.000000,30.000000,32.261258,0.111000
145.000000,35.000000,32.261258,0.111333
145.000000,40.000000,32.261258,0.111667
145.000000,45.000000,32.261258,0.112000
145.000000,50.000000,32.261258,0.111778
145.000000,55.000000,32.261258,0.111556
145.000000,60.000000,32.261258,0.111333
145.000000,65.000000,32.261258,0.111111
145.000000,70.000000,32.261258,0.110889
145.000000,75.000000,32.261258,0.110667
145.000000,80.000000,32.261258,0.110444
145.000000,85.000000,32.261258,0.110222
145.000000,90.000000,32.261258,0.110000
145.000000,95.000000,32.261258,0.110111
145.000000,100.000000,32.261258,0.110222
145.000000,105.000000,32.261258,0.110333
145.000000,110.000000,32.261258,0.110444
145.000000,115.000000,32.261258,0.110556
145.000000,120.000000,32.261258,0.110667
145.000000,125.000000,32.261258,0.110778
145.000000,130.000000,32.261258,0.110889
145.000000,135.000000,32.261258,0.111000
145.000000,140.000000,32.261258,0.111778
145.000000,145.000000,32.261258,0.112556
145.000000,150.000000,32.261258,0.113333
145.000000,155.000000,32.261258,0.114111
145.000000,160.000000,32.261258,0.114889
145.000000,165.000000,32.261258,0.115667
145.000000,170.000000,32.261258,0.116444
145.000000,175.000000,32.261258,0.117222
145.000000,180.000000,32.261258,0.118000
145.000000,185.000000,32.261258,0.119333
145.000000,190.000000,32.261258,0.120667
145.000000,195.000000,32.261258,0.122000
145.000000,200.000000,32.261258,0.123333
145.000000,205.000000,32.261258,0.124667
145.000000,210.000000,32.261258,0.126000
145.000000,215.000000,32.261258,0.127333
145.000000,220.000000,32.261258,0.128667
145.000000,225.000000,32.261258,0.130000
145.000000,230.000000,32.261258,0.130111
145.000000,235.000000,32.261258,0.130222
145.000000,240.000000,32.261258,0.130333
145.000000,245.000000,32.261258,0.130444
145.000000,250.000000,32.261258,0.130556
145.000000,255.000000,32.261258,0.130667
145.000000,260.000000,32.261258,0.130778
145.000000,265.000000,32.261258,0.130889
145.000000,270.000000,32.261258,0.131000
145.000000,275.000000,32.261258,0.129222
145.000000,280.000000,32.261258,0.127444
145.000000,285.000000,32.261258,0.125667
145.000000,290.000000,32.261258,0.123889
145.000000,295.000000,32.261258,0.122111
145.000000,300.000000,32.261258,0.120333
145.000000,305.000000,32.261258,0.118556
145.000000,310.000000,32.261258,0.116778
145.000000,315.000000,32.261258,0.115000
145.000000,320.000000,32.261258,0.114333
145.000000,325.000000,32.261258,0.113667
145.000000,330.000000,32.261258,0.113000
145.000000,335.000000,32.261258,0.112333
145.000000,340.000000,32.261258,0.111667
145.000000,345.000000,32.261258,0.111000
145.000000,350.000000,32.261258,0.110333
145.000000,355.000000,32.261258,0.109667
140.000000,0.000000,32.997711,0.103000
140.000000,5.000000,32.997711,0.103444
140.000000,10.000000,32.997711,0.103889
140.000000,15.000000,32.997711,0.104333
140.000000,20.000000,32.997711,0.104778
140.000000,25.000000,32.997711,0.105222
140.000000,30.000000,32.997711,0.105667
140.000000,35.000000,32.997711,0.106111
140.000000,40.000000,32.997711,0.106556
140.000000,45.000000,32.997711,0.107000
140.000000,50.000000,32.997711,0.106667
140.000000,55.000000,32.997711,0.106333
140.000000,60.000000,32.997711,0.106000
140.000000,65.000000,32.997711,0.105667
140.000000,70.000000,32.997711,0.105333
140.000000,75.000000,32.997711,0.105000
140.000000,80.000000,32.997711,0.104667
140.000000,85.000000,32.997711,0.104333
140.000000,90.000000,32.997711,0.104000
140.000000,95.000000,32.997711,0.104111
140.000000,100.000000,32.997711,0.104222
140.000000,105.000000,32.997711,0.104333
140.000000,110.000000,32.997711,0.104444
140.000000,115.000000,32.997711,0.104556
140.000000,120.000000,32.997711,0.104667
140.000000,125.000000,32.997711,0.104778
140.000000,130.000000,32.997711,0.104889
140.000000,135.000000,32.997711,0.105000
140.000000,140.000000,32.997711,0.105778
140.000000,145.000000,32.997711,0.106556
140.000000,150.000000,32.997711,0.107333
140.000000,155.000000,32.997711,0.108111
140.000000,160.000000,32.997711,0.108889
140.000000,165.000000,32.997711,0.109667
140.000000,170.000000,32.997711,0.110444
140.000000,175.000000,32.997711,0.111222
140.000000,180.000000,32.997711,0.112000
140.000000,185.000000,32.997711,0.113556
140.000000,190.000000,32.997711,0.115111
140.000000,195.000000,32.997711,0.116667
140.000000,200.000000,32.997711,0.118222
140.000000,205.000000,32.997711,0.119778
140.000000,210.000000,32.997711,0.121333
140.000000,215.000000,32.997711,0.122889
140.000000,220.000000,32.997711,0.124444
140.000000,225.000000,32.997711,0.126000
140.000000,230.000000,32.997711,0.126000
140.000000,235.000000,32.997711,0.126000
140.000000,240.000000,32.997711,0.126000
140.000000,245.000000,32.997711,0.126000
140.000000,250.000000,32.997711,0.126000
140.000000,255.000000,32.997711,0.126000
140.000000,260.000000,32.997711,0.126000
140.000000,265.000000,32.997711,0.126000
140.000000,270.000000,32.997711,0.126000
140.000000,275.000000,32.997711,0.124111
140.000000,280.000000,32.997711,0.122222
140.000000,285.000000,32.997711,0.120333
140.000000,290.000000,32.997711,0.118444
140.000000,295.000000,32.997711,0.116556
140.000000,300.000000,32.997711,0.114667
140.000000,305.000000,32.997711,0.112778
140.000000,310.000000,32.997711,0.110889
140.000000,315.000000,32.997711,0.109000
140.000000,320.000000,32.997711,0.108333
140.000000,325.000000,32.997711,0.107667
140.000000,330.000000,32.997711,0.107000
140.000000,335.000000,32.997711,0.106333
140.000000,340.000000,32.997711,0.105667
140.000000,345.000000,32.997711,0.105000
140.000000,350.000000,32.997711,0.104333
140.000000,355.000000,32.997711,0.103667
135.000000,0.000000,33.000054,0.102000
135.000000,5.000000,33.000054,0.102222
135.000000,10.000000,33.000054,0.102444
135.000000,15.000000,33.000054,0.102667
135.000000,20.000000,33.000054,0.102889
135.000000,25.000000,33.000054,0.103111
135.000000,30.000000,33.000054,0.103333
135.000000,35.000000,33.000054,0.103556
135.000000,40.000000,33.000054,0.103778
135.000000,45.000000,33.000054,0.104000
135.000000,50.000000,33.000054,0.103778
135.000000,55.000000,33.000054,0.103556
135.000000,60.000000,33.000054,0.103333
135.000000,65.000000,33.000054,0.103111
135.000000,70.000000,33.000054,0.102889
135.000000,75.000000,33.000054,0.102667
135.000000,80.000000,33.000054,0.102444
135.000000,85.000000,33.000054,0.102222
135.000000,90.000000,33.000054,0.102000
135.000000,95.000000,33.000054,0.102111
135.000000,100.000000,33.000054,0.102222
135.000000,105.000000,33.000054,0.102333
135.000000,110.000000,33.000054,0.102444
135.000000,115.000000,33.000054,0.102556
135.000000,120.000000,33.000054,0.102667
135.000000,125.000000,33.000054,0.102778
135.000000,130.000000,33.000054,0.102889
135.000000,135.000000,33.000054,0.103000
135.000000,140.000000,33.000054,0.104111
135.000000,145.000000,33.000054,0.105222
135.000000,150.000000,33.000054,0.106333
135.000000,155.000000,33.000054,0.107444
135.000000,160.000000,33.000054,0.108556
135.000000,165.000000,33.000054,0.109667
135.000000,170.000000,33.000054,0.110778
135.000000,175.000000,33.000054,0.111889
135.000000,180.000000,33.000054,0.113000
135.000000,185.000000,33.000054,0.114000
135.000000,190.000000,33.000054,0.115000
135.000000,195.000000,33.000054,0.116000
135.000000,200.000000,33.000054,0.117000
135.000000,205.000000,33.000054,0.118000
135.000000,210.000000,33.000054,0.119000
135.000000,215.000000,33.000054,0.120000
135.000000,220.000000,33.000054,0.121000
135.000000,225.000000,33.000054,0.122000
135.000000,230.000000,33.000054,0.122667
135.000000,235.000000,33.000054,0.123333
